origin_stem_word,counterfactual_stem_word,count,origin_word,counterfactual_word
comput,toy,2,computer,toy
street,mountain,2,street,mountain
clay,glass,2,clay,glass
clay,court,2,clay,court
street,school,2,street,school
steam,diesel,2,Steam,diesel
statu,top,2,statue,top
citi,valley,2,city,valley
citi,subdivis,2,city,subdivision
comput,laptop,2,computer,laptop
statu,fountain,2,statue,fountain
citi,station,2,city,station
contain,bag,2,container,bag
street,train,2,street,train
contain,bowl,2,container,bowl
citi,passeng,2,city,PASSENGER
citi,neighborhood,2,city,neighborhood
string,tree,2,string,tree
citi,forest,2,city,forest
contain,tray,2,container,tray
citi,california,2,city,California
church,metal,2,church,metal
control,consol,2,control,consoles
church,hous,2,church,house
comput,phone,2,computer,phone
clock,dome,2,clock,dome
cat,ground,2,cat,ground
clock,squar,2,clock,square
cloudi,winter,2,cloudy,winter
stove,plate,2,stove,plate
coat,dress,2,coat,dress
coat,suit,2,coat,suit
store,tree,2,store,tree
store,park,2,store,park
stream,road,2,stream,road
store,garden,2,store,garden
stop,traffic,2,Stop,traffic
stop,street,2,Stop,street
clock,window,2,clock,window
clock,tree,2,clock,tree
color,kind,2,colors,kinds
stop,sign,2,Stop,sign
street,car,2,street,car
clock,fountain,2,clock,fountain
stop,man,2,Stop,man
street,center,2,street,center
comfort,couch,2,comfort,couch
clock,roof,2,clock,roof
commut,freight,2,Commuters,freight
clock,pictur,2,clock,picture
commut,subway,2,Commuters,subway
street,driveway,2,street,driveway
stone,govern,2,stone,government
clock,metal,2,clock,metal
street,fire,2,street,fire
street,flash,2,street,flashing
street,hall,2,street,Hall
stick,tree,2,stick,tree
church,build,2,church,building
church,brick,2,church,brick
children,women,2,children,Women
tabl,fireplac,2,table,fireplace
swim,sit,2,swimming,sits
coupl,woman,2,couple,woman
court,bench,2,court,bench
swing,walk,2,swing,walk
court,bike,2,court,bike
cellphon,camera,2,cellphone,camera
court,volleybal,2,court,volleyball
cell,android,2,cell,Android
tabl,burger,2,table,burger
tabl,car,2,table,car
cow,deer,2,cows,deer
tabl,couch,2,table,couch
cow,farmer,2,cows,farmer
cattl,anim,2,cattle,animal
catcher,soccer,2,catchers,soccer
star,cherri,2,star,cherry
tabl,floor,2,table,floor
crane,car,2,crane,car
cross,bridg,2,cross,bridge
crosswalk,street,2,crosswalk,street
someth,water,2,something,water
cruis,cargo,2,cruise,cargo
catcher,bat,2,catchers,bat
cup,bowl,2,cups,bowl
tabl,parti,2,table,party
tabl,porch,2,table,porch
tabl,room,2,table,room
cup,tray,2,cups,tray
cupcak,food,2,cupcakes,food
tabl,sink,2,table,sink
cement,stone,2,cement,stone
cereal,water,2,cereal,water
spoon,banana,2,spoon,banana
strawberri,flower,2,strawberry,flower
stand,walk,2,stands,walk
children,men,2,children,men
stand,light,2,stands,lights
suit,coat,2,suit,coat
stall,cabinet,2,stall,cabinets
stair,path,2,stairs,path
children,friend,2,children,friends
couch,bench,2,couch,bench
suit,jacket,2,suit,jacket
couch,chair,2,couch,chairs
squar,park,2,square,park
suitcas,area,2,suitcase,area
suitcas,box,2,suitcase,boxes
suitcas,shirt,2,suitcase,shirt
couch,tabl,2,couch,table
chees,chicken,2,cheese,chicken
couch,wall,2,couch,wall
counter,chair,2,counter,chairs
sunglass,glass,2,sunglasses,glass
chair,wheelchair,2,chairs,wheelchair
spoon,mirror,2,spoon,mirror
spoon,doll,2,spoon,dolls
chair,sofa,2,chairs,sofa
surf,skate,2,surf,skate
chair,kitchen,2,chairs,kitchen
chair,chair,2,chairs,chairs
chair,car,2,chairs,car
chair,bed,2,chairs,bed
chair,beach,2,chairs,beach
zoo,park,2,zoo,park
forest,pastur,2,forest,pasture
dirt,countri,2,dirt,country
jockey,man,2,jockey,man
kitchen,build,2,kitchen,building
pictur,varieti,2,picture,variety
kid,man,2,kids,man
keyboard,laptop,2,keyboard,laptop
pillow,bed,2,pillow,bed
keyboard,case,2,keyboard,casing
kettl,tabl,2,kettle,table
pink,blue,2,pink,blue
pink,orang,2,pink,orange
juic,milk,2,juice,milk
juic,coffe,2,juice,coffee
joe,chicken,2,joe,chicken
pirat,santa,2,Pirates,Santa
dirt,desert,2,dirt,desert
jar,flower,2,jar,flower
jar,book,2,jar,book
pizza,burger,2,pizza,burger
pizza,cake,2,pizza,cake
item,water,2,items,water
item,color,2,items,colors
item,chip,2,items,chips
pizza,chicken,2,pizza,chicken
pizza,cream,2,pizza,cream
iphon,blanket,2,iPhone,blanket
pizza,pasta,2,pizza,pasta
intersect,center,2,intersection,center
kitchen,cabin,2,kitchen,cabin
pictur,sketch,2,picture,sketch
pictur,shower,2,picture,shower
kitchen,fireplac,2,kitchen,fireplace
lay,play,2,laying,playing
person,fisherman,2,person,fisherman
person,hors,2,person,horse
laptop,screen,2,laptop,screen
laptop,printer,2,laptop,printer
laptop,phone,2,laptop,phone
laptop,lamp,2,laptop,lamp
laptop,car,2,laptop,car
laptop,book,2,laptop,book
person,waitress,2,person,waitress
phone,door,2,phone,door
lake,tree,2,lake,tree
ladi,boy,2,ladies,boys
piano,chair,2,piano,chairs
knife,window,2,knife,window
pickup,dump,2,pickup,dump
knife,salad,2,knife,salad
knife,gun,2,knife,guns
kite,plane,2,kite,plane
kite,object,2,kite,object
kite,flag,2,kite,flag
kitchen,wheelchair,2,kitchen,wheelchair
pictur,look,2,picture,look
pictur,reflect,2,picture,reflection
kitchen,home,2,kitchen,home
intersect,airport,2,intersection,airport
pizza,steak,2,pizza,steak
pizza,tray,2,pizza,tray
helmet,suit,2,helmet,suit
helmet,headset,2,helmet,headset
plaza,field,2,plaza,field
pole,car,2,pole,car
pole,pole,2,pole,pole
pole,wall,2,pole,wall
hat,jean,2,hat,jeans
hat,helmet,2,hat,helmet
hat,hat,2,hat,hat
hat,coat,2,hat,coat
hat,bat,2,hat,bat
harbor,river,2,harbor,river
poni,dog,2,pony,dogs
poni,hors,2,pony,horse
hand,mouth,2,hands,mouths
hand,man,2,hands,man
hand,lap,2,hands,lap
hand,head,2,hands,head
hand,face,2,hands,face
post,rail,2,post,rail
post,tree,2,post,tree
poster,mirror,2,posters,mirror
potato,rice,2,potatoes,rice
group,children,2,group,children
produc,street,2,produce,street
ground,track,2,ground,tracks
player,girl,2,player,girl
player,court,2,player,court
pizza,veget,2,pizza,vegetables
player,coach,2,player,coach
plane,flag,2,plane,flag
plane,ship,2,plane,ship
plant,banana,2,plant,banana
hospit,live,2,hospital,living
hors,van,2,horse,van
hors,train,2,horse,train
hors,peopl,2,horse,people
plate,bench,2,plate,bench
hors,man,2,horse,man
hors,hors,2,horse,horse
plate,bread,2,plate,Bread
hors,bull,2,horse,bull
hors,anim,2,horse,animal
plate,chair,2,plate,chairs
plate,chicken,2,plate,chicken
hood,roof,2,hood,roof
plate,flower,2,plate,flower
plate,it,2,plate,it
hole,fountain,2,hole,fountain
hillsid,road,2,hillside,road
plate,tabl,2,plate,table
hill,street,2,hill,street
hill,road,2,hill,road
hill,field,2,hill,field
player,children,2,player,children
lay,walk,2,laying,walk
person,chef,2,person,chef
leav,appl,2,leaves,apple
ocean,night,2,ocean,night
ocean,rain,2,ocean,rain
ocean,river,2,ocean,river
ocean,water,2,ocean,water
offic,antiqu,2,office,antique
monitor,keyboard,2,monitor,keyboard
offic,lawn,2,office,lawn
moment,top,2,moment,top
onlook,children,2,onlooker,children
mirror,tub,2,mirror,tub
orang,amtrak,2,orange,Amtrak
orang,apart,2,orange,apartment
orang,appl,2,orange,apple
mirror,mirror,2,mirror,mirror
mirror,desk,2,mirror,desk
orang,food,2,orange,food
orang,fruit,2,orange,fruit
orang,male,2,orange,males
microwav,tabl,2,microwave,table
orang,object,2,orange,object
microwav,pizza,2,microwave,pizza
orang,pineappl,2,orange,pineapple
meter,garag,2,meter,garage
oven,microwav,2,oven,microwave
meat,fruit,2,meat,fruit
meal,soup,2,meal,Soup
ocean,pacif,2,ocean,Pacific
ocean,lighthous,2,ocean,lighthouse
packag,bag,2,packaging,bag
ocean,desert,2,ocean,desert
mustard,fri,2,mustard,fries
muffin,banana,2,muffin,banana
neck,bow,2,neck,bow
mous,webcam,2,mouse,webcam
mous,tablet,2,mouse,tablet
mous,speaker,2,mouse,speaker
mous,laptop,2,mouse,laptop
mous,comput,2,mouse,computer
newspap,book,2,newspapers,book
newspap,bowl,2,newspapers,bowl
night,dusk,2,night,dusk
mountain,highway,2,mountain,highway
mountain,grass,2,mountain,grass
mountain,field,2,mountain,field
mountain,farm,2,mountain,farm
mountain,earth,2,mountain,Earth
mountain,cow,2,mountain,cows
noodl,chicken,2,noodles,chicken
mountain,build,2,mountain,building
mountain,bicycl,2,mountain,bicycle
nose,back,2,nose,backs
motorcyclist,peopl,2,motorcyclists,people
object,balloon,2,object,balloons
motorcycl,civic,2,motorcycle,Civic
motorcycl,bench,2,motorcycle,bench
meal,meat,2,meal,meat
paint,photo,2,paint,photo
person,bird,2,person,bird
pastri,cake,2,pastry,cake
luggag,food,2,luggage,food
pastri,sandwich,2,pastry,sandwich
luggag,equip,2,luggage,equipment
luggag,coal,2,luggage,coal
luggag,car,2,luggage,car
path,beach,2,path,beach
path,street,2,path,street
log,tree,2,log,tree
pen,calcul,2,pen,calculator
peopl,chair,2,people,chairs
line,coupl,2,lines,couple
peopl,cyclist,2,people,cyclist
peopl,fishermen,2,people,fishermen
peopl,hous,2,people,house
peopl,passeng,2,people,PASSENGER
peopl,polic,2,people,police
peopl,sand,2,people,sand
peopl,sit,2,people,sits
lid,mirror,2,lid,mirror
len,window,2,lens,window
ledg,tree,2,ledge,tree
ledg,sidewalk,2,ledge,sidewalk
leav,grass,2,leaves,grass
leav,fruit,2,leaves,fruit
leav,flower,2,leaves,flower
pastri,pizza,2,pastry,pizza
luggag,plastic,2,luggage,plastic
paint,tv,2,paint,TV
luggag,ticket,2,luggage,tickets
pair,box,2,pair,boxes
pair,bunch,2,pair,bunch
pair,herd,2,pair,herd
map,tabl,2,map,table
pan,tabl,2,pans,table
man,waiter,2,man,waiter
man,tabl,2,man,table
paper,book,2,paper,book
man,soldier,2,man,soldiers
man,model,2,man,model
man,fisherman,2,man,fisherman
man,farmer,2,man,farmer
park,hous,2,park,house
park,park,2,park,park
man,cook,2,man,cooks
man,ball,2,man,ball
male,woman,2,males,woman
male,peopl,2,males,people
male,men,2,males,men
passang,freight,2,passanger,freight
passeng,fish,2,PASSENGER,fish
passeng,metro,2,PASSENGER,metro
passeng,subway,2,PASSENGER,subway
pasta,fruit,2,pasta,fruit
luggag,trash,2,luggage,trash
ground,street,2,ground,street
prop,passeng,2,prop,PASSENGER
propel,passeng,2,propeller,PASSENGER
field,corner,2,field,corner
field,bridg,2,field,bridge
sausag,meat,2,sausage,meat
field,bench,2,field,bench
field,air,2,field,air
fenc,wall,2,fence,wall
fenc,tube,2,fence,tubes
fenc,stream,2,fence,stream
school,school,2,school,school
fenc,lake,2,fence,lake
fenc,field,2,fence,field
fenc,farm,2,fence,farm
fenc,distanc,2,fence,distance
fenc,cage,2,fence,cage
fenc,barn,2,fence,barn
femal,peopl,2,females,people
femal,friend,2,females,friends
femal,boy,2,females,boys
feeder,cat,2,feeder,cat
feather,flower,2,feathers,flower
famili,herd,2,family,herd
famili,bunch,2,family,bunch
face,nois,2,face,noise
eye,head,2,eye,head
sheep,cat,2,sheep,cat
sheep,cattl,2,sheep,cattle
field,citi,2,field,city
field,fenc,2,field,fence
sheet,carrot,2,sheets,carrot
field,garag,2,field,garage
flock,pair,2,flock,pair
flock,famili,2,flock,family
sail,ski,2,sail,skiing
sailboat,boat,2,sailboats,boat
flag,graffiti,2,flag,graffiti
sand,background,2,sand,background
sand,bush,2,sand,bushes
fireplac,kitchen,2,fireplace,kitchen
sand,foreground,2,sand,foreground
sand,forest,2,sand,forest
sand,ground,2,sand,ground
finger,teeth,2,finger,teeth
finger,leg,2,finger,legs
sand,road,2,sand,road
fighter,passeng,2,fighter,PASSENGER
field,suit,2,field,suit
sandwich,chicken,2,sandwich,chicken
field,sidewalk,2,field,sidewalk
field,river,2,field,river
field,pool,2,field,pool
field,middl,2,field,middle
field,leash,2,field,leash
sandwich,steak,2,sandwich,steak
sandwich,tomato,2,sandwich,tomatoes
field,hangar,2,field,hangar
sheep,chicken,2,sheep,chicken
shelf,tree,2,shelf,tree
runway,plane,2,runway,plane
sign,street,2,sign,street
silver,blue,2,silver,blue
dog,children,2,dogs,children
dog,bodi,2,dogs,body
dog,boat,2,dogs,boat
sink,cabinet,2,sink,cabinets
sink,chair,2,sink,chairs
sink,complet,2,sink,complete
dock,beach,2,dock,beach
sink,door,2,sink,door
sink,fridg,2,sink,fridge
sink,kitchen,2,sink,kitchen
display,sale,2,displays,sale
display,room,2,displays,room
sink,shower,2,sink,shower
sink,sink,2,sink,sink
sink,tile,2,sink,tile
sink,tree,2,sink,tree
sink,wall,2,sink,wall
sit,walk,2,sits,walk
dish,salad,2,dish,salad
dish,bag,2,dish,bag
disc,object,2,disc,object
dirt,yard,2,dirt,yard
dirt,soccer,2,dirt,soccer
dirt,forest,2,dirt,forest
dog,mous,2,dogs,mouse
dog,sandwich,2,dogs,sandwich
ship,peopl,2,ship,people
dog,shark,2,dogs,shark
eleph,monkey,2,elephant,monkey
eleph,hors,2,elephant,horse
eleph,bear,2,elephant,bears
shoe,boot,2,shoes,boots
shoe,chair,2,shoes,chairs
egg,rice,2,eggs,rice
shop,build,2,shop,building
shorelin,river,2,shoreline,river
short,jean,2,shorts,jeans
driveway,park,2,driveway,park
shower,sink,2,shower,sink
drink,wine,2,drinking,wine
drink,salad,2,drinking,salad
drink,beer,2,drinking,beer
dress,hijab,2,dress,hijab
sidewalk,car,2,sidewalk,car
sidewalk,school,2,sidewalk,school
doorway,window,2,doorway,window
sidewalk,street,2,sidewalk,street
sidewalk,wall,2,sidewalk,wall
sign,banner,2,sign,banner
sign,hous,2,sign,house
sign,peopl,2,sign,people
dog,water,2,dogs,water
sign,scene,2,sign,scene
floor,chair,2,floor,chairs
runway,hangar,2,runway,hangar
purpl,blue,2,purple,blue
ramp,cliff,2,ramp,cliff
ramp,sidewalk,2,ramp,sidewalk
goat,dog,2,goats,dogs
goat,cow,2,goats,cows
glass,pink,2,glass,pink
refriger,kitchen,2,refrigerator,kitchen
glass,headphon,2,glass,headphones
refriger,mirror,2,refrigerator,mirror
glass,glove,2,glass,glove
glass,coffe,2,glass,coffee
refriger,tabl,2,refrigerator,table
refriger,wall,2,refrigerator,wall
refriger,window,2,refrigerator,window
giraff,lion,2,giraffe,lion
giraff,hors,2,giraffe,horse
giraff,deer,2,giraffe,deer
repair,coffe,2,repairs,coffee
rest,live,2,rest,living
restaur,bar,2,restaurant,bar
restaur,build,2,restaurant,building
restaur,hous,2,restaurant,house
restaur,picnic,2,restaurant,picnic
restaur,room,2,restaurant,room
garden,park,2,garden,park
garden,box,2,garden,boxes
rice,meat,2,rice,meat
goat,sheep,2,goats,sheep
ramp,bridg,2,ramp,bridge
rider,man,2,rider,man
graffiti,debri,2,graffiti,debris
purpl,pink,2,purple,pink
green,chees,2,green,cheese
grass,wood,2,grass,wood
rack,box,2,rack,boxes
grass,veget,2,grass,vegetables
grass,sun,2,grass,sun
racket,golf,2,racket,golf
racket,phone,2,racket,phone
grass,rock,2,grass,rock
racket,stick,2,racket,stick
racket,woman,2,racket,woman
grass,hangar,2,grass,hangar
grass,ground,2,grass,ground
grass,fruit,2,grass,fruit
grass,floor,2,grass,floor
grass,desert,2,grass,desert
grass,citi,2,grass,city
grass,bush,2,grass,bushes
rain,area,2,rain,area
grass,background,2,grass,background
rain,sun,2,rain,sun
rainbow,beach,2,rainbow,beach
graffiti,window,2,graffiti,window
graffiti,tree,2,graffiti,tree
ramp,beach,2,ramp,beach
game,bat,2,game,bat
rider,men,2,rider,men
floor,sidewalk,2,floor,sidewalk
rock,hous,2,rock,house
rock,line,2,rock,lines
forest,highway,2,forest,highway
rock,log,2,rock,log
forest,garden,2,forest,garden
forest,forest,2,forest,forest
forest,car,2,forest,car
rock,road,2,rock,road
food,wood,2,food,wood
food,veget,2,food,vegetables
food,smile,2,food,smiling
food,popcorn,2,food,popcorn
food,peopl,2,food,people
food,paper,2,food,paper
room,bar,2,room,bar
food,dish,2,food,dish
room,field,2,room,field
food,cereal,2,food,cereal
room,hous,2,room,house
food,beer,2,food,beer
room,restaur,2,room,restaurant
row,pair,2,row,pair
flower,herb,2,flower,herbs
flower,fruit,2,flower,fruit
flower,berri,2,flower,berries
floor,sofa,2,floor,sofa
rock,ice,2,rock,ice
fork,carrot,2,fork,carrot
furnitur,curtain,2,furniture,curtains
fork,hand,2,fork,hands
furnitur,coffe,2,furniture,coffee
rise,school,2,rise,school
fruit,water,2,fruit,water
river,park,2,river,park
river,pool,2,river,pool
fruit,item,2,fruit,items
fruit,hole,2,fruit,hole
river,zoo,2,river,zoo
road,beach,2,road,beach
road,bu,2,road,bus
road,day,2,road,day
road,fenc,2,road,fence
road,lot,2,road,lots
friend,peopl,2,friends,people
friend,men,2,friends,men
friend,guy,2,friends,guys
road,path,2,road,path
friend,children,2,friends,children
fridg,tabl,2,fridge,table
road,tree,2,road,tree
road,truck,2,road,truck
road,tunnel,2,road,tunnel
freight,bullet,2,freight,bullet
rock,brick,2,rock,brick
rock,eleph,2,rock,elephant
tie,scarf,2,tie,scarf
desk,couch,2,desk,couch
wave,fish,2,wave,fish
beach,floor,2,beach,floor
beer,wine,2,beer,wine
tv,light,2,TV,lights
window,comput,2,window,computer
train,road,2,train,road
bride,bride,2,bride,bride
train,ship,2,train,ship
tv,monitor,2,TV,monitor
window,chair,2,window,chairs
window,case,2,window,casing
tv,pictur,2,TV,picture
booth,lot,2,booth,lots
banana,bacon,2,banana,bacon
water,grass,2,water,grass
wood,coffe,2,wood,coffee
brick,stone,2,brick,stone
wood,park,2,wood,park
tv,screen,2,TV,screen
bench,area,2,bench,area
blue,freight,2,blue,freight
water,ground,2,water,ground
trick,lift,2,tricks,lift
blue,coffe,2,blue,coffee
train,subway,2,train,subway
bun,fri,2,bun,fries
trick,jump,2,tricks,jumping
bench,boat,2,bench,boat
bun,stick,2,bun,stick
bridg,bridg,2,bridge,bridge
appl,carrot,2,apple,carrot
appl,strawberri,2,apple,strawberry
tv,fireplac,2,TV,fireplace
ball,hous,2,ball,house
ball,man,2,ball,man
board,park,2,board,park
walk,street,2,walk,street
walk,stand,2,walk,stands
women,student,2,Women,students
build,store,2,building,store
ball,volleybal,2,ball,volleyball
train,peopl,2,train,people
build,tabl,2,building,table
trio,group,2,trio,group
beach,ledg,2,beach,ledge
beer,drink,2,beer,drinking
towel,blanket,2,towel,blanket
appl,fruit,2,apple,fruit
board,boat,2,board,boat
ball,woman,2,ball,woman
build,van,2,building,van
build,walmart,2,building,Walmart
appl,egg,2,apple,eggs
tv,camera,2,TV,camera
water,fish,2,water,fish
build,water,2,building,water
women,worker,2,Women,workers
beach,grass,2,beach,grass
train,polic,2,train,police
bridg,cemeteri,2,bridge,cemetery
beach,citi,2,beach,city
beach,car,2,beach,car
blond,babi,2,blond,baby
bottl,bucket,2,bottle,buckets
boulder,tree,2,boulder,tree
batter,boy,2,batter,boys
tree,stream,2,tree,stream
anim,doll,2,animal,dolls
tree,station,2,tree,station
bathroom,toilet,2,bathroom,toilets
water,plastic,2,water,plastic
bathroom,suit,2,bathroom,suit
banana,food,2,banana,food
tree,snow,2,tree,snow
anim,deer,2,animal,deer
water,pond,2,water,pond
umbrella,sky,2,umbrella,sky
banana,fruit,2,banana,fruit
water,pool,2,water,pool
toothbrush,bottl,2,toothbrush,bottle
tray,bag,2,tray,bag
buse,bike,2,buses,bike
buse,hous,2,buses,house
anim,cat,2,animal,cat
buse,pedestrian,2,buses,pedestrians
buse,peopl,2,buses,people
tree,rock,2,tree,rock
buse,truck,2,buses,truck
tree,river,2,tree,river
water,river,2,water,river
bench,room,2,bench,room
anim,eleph,2,animal,elephant
bottl,tabl,2,bottle,table
bench,ground,2,bench,ground
brick,burn,2,brick,burning
beach,build,2,beach,building
anim,sheep,2,animal,sheep
anim,pig,2,animal,pigs
tree,window,2,tree,window
umbrella,bag,2,umbrella,bag
brick,govern,2,brick,government
brick,glass,2,brick,glass
top,dress,2,top,dress
babi,kid,2,baby,kids
banana,banana,2,banana,banana
bench,desk,2,bench,desk
anim,monkey,2,animal,monkey
blind,hous,2,blinds,house
wood,street,2,wood,street
brick,apart,2,brick,apartment
water,hous,2,water,house
window,box,2,window,boxes
umbrella,flag,2,umbrella,flag
tree,truck,2,tree,truck
breakfast,lunch,2,breakfast,lunch
volleybal,basketbal,2,volleyball,basketball
tree,tree,2,tree,tree
water,manhattan,2,water,Manhattan
batter,pitcher,2,batter,pitcher
water,milk,2,water,milk
blender,printer,2,blender,printer
ball,footbal,2,ball,football
walkway,street,2,walkway,street
tree,pond,2,tree,pond
bomb,polic,2,bomb,police
truck,hous,2,truck,house
woman,cook,2,woman,cooks
bear,cat,2,bears,cat
traffic,stop,2,traffic,Stop
